wine_code,wine_name,img_url,badge,sugar_content,acidity,body,tannin,producer,nation,production_area,main_varieties
167281,"도멘 알베르 만, 리슬링 슬로스베르그",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167281.png,화이트,1,5,2,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167280,"도멘 알베르 만, 피노그리 뀌베 알베르",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167280.png,화이트,1,4,3,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),피노 그리 (Pinot Gris)
167278,"도멘 알베르 만, 리슬링 뀌베 알베르",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167278.png,화이트,1,4,2,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167277,"도멘 알베르 만, 피노그리",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167277.png,화이트,1,4,2,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),피노 그리 (Pinot Gris)
167276,"도멘 알베르 만, 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167276.png,화이트,1,5,2,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167275,"도멘 알베르 만, 오세루아 비에유비뉴",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167275.png,화이트,1,4,3,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),오쎄후와 (Auxerrois)
167274,"도멘 알베르 만, 피노블랑 오세루아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167274.png,화이트,1,4,2,1,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),"피노 블랑 (Pinot Blanc) , 오쎄후와 (Auxerrois)"
167273,"도멘 알베르 만, 피노누아 레 쌩뜨 끌레르",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167273.png,레드,1,4,3,3,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),피노 누아 (Pinot Noir)
167272,"도멘 알베르 만, 피노누아 그랑 뻬",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167272.png,레드,1,4,3,3,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),피노 누아 (Pinot Noir)
167271,"도멘 알베르 만, 피노누아 그랑 아쉬",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167271.png,레드,1,4,3,3,도멘 알베르 만 Domaine Albert Mann,프랑스(France),알자스(Alsace),피노 누아 (Pinot Noir)
167270,1000스토리 까베르네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167270.png,레드,1,2,4,5,페처 Fetzer Vineyards,미국(U.S.A),캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon)
167269,1000스토리 진판델,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167269.png,레드,1,2,4,4,페처 Fetzer Vineyards,미국(U.S.A),캘리포니아(California),진판델 (Zinfandel)
167268,까바예로 소비뇽 블랑,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167268.png,화이트,1,4,1,1,보데가스 파라 히메네즈 Bodegas Parra Jimenez,스페인(Spain),,소비뇽 블랑 (Sauvignon Blanc)
167267,까바예로 베르데호,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167267.png,화이트,1,3,2,1,보데가스 파라 히메네즈 Bodegas Parra Jimenez,스페인(Spain),,베르데호 (Verdejo)
167266,까바예로 템프라니요,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167266.png,레드,1,3,3,3,보데가스 파라 히메네즈 Bodegas Parra Jimenez,스페인(Spain),,템프라니요 (Tempranillo)
167265,까바예로 까베르네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167265.png,레드,1,2,3,3,보데가스 파라 히메네즈 Bodegas Parra Jimenez,스페인(Spain),,카베르네 소비뇽 (Cabernet Sauvignon)
167264,꼬모 모스카토,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167264.png,화이트,4,3,2,1,칸티 Canti,이탈리아(Italy),피에몬테(Piemonte),모스카토 (Moscato )
167263,꼬모 까베르네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167263.png,레드,1,2,3,3,운두라가 Undurraga,칠레(Chile),센트럴밸리(CentralValley),카베르네 소비뇽 (Cabernet Sauvignon)
167262,"코코모, 소노마 코스트 고퍼 힐 피노 누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167262.png,레드,1,4,3,3,코코모 Kokomo,미국(U.S.A),캘리포니아(California),피노 누아 (Pinot Noir)
167261,산 시몬,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167261.png,레드,1,4,3,3,제이 가르시아 까리용 J.Garcia Carrion,스페인(Spain),후미야(Jumilla),모나스트렐 (Monastrell)
167260,"도멘 마크 크레덴바이스, 카스텔베르그 그랑크뤼 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167260.png,화이트,1,5,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167259,"도멘 마크 크레덴바이스, 비벨스베르그 그랑크뤼 리슬링 라 담",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167259.png,화이트,1,5,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167258,"도멘 마크 크레덴바이스, 묀쉬베르그 그랑크뤼 피노 그리",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167258.png,화이트,1,4,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),피노 그리 (Pinot Gris)
167257,"도멘 마크 크레덴바이스, 끌로 레베르그 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167257.png,화이트,1,5,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),리슬링 (Riesling)
167256,"도멘 마크 크레덴바이스, 카베 피노누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167256.png,레드,1,4,3,3,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),피노 누아 (Pinot Noir)
167255,"도멘 마크 크레덴바이스, 피노 부아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167255.png,레드,1,4,3,3,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),피노 누아 (Pinot Noir)
167254,"도멘 마크 크레덴바이스, 크리트 게뷔르츠트라미너 레 샤름",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167254.png,화이트,2,3,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),게뷔르츠트라미너 (Gewurztraminer)
167253,"도멘 마크 크레덴바이스, 레쉔베르그 피노 그리",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167253.png,화이트,1,4,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),피노 그리 (Pinot Gris)
167251,"도멘 마크 크레덴바이스, 크리트 피노블랑 레 샤름",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167251.png,화이트,1,4,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),피노 블랑 (Pinot Blanc)
167250,"도멘 마크 크레덴바이스, 끌로 레베르그 크뤼 크레망 달자스",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167250.png,스파클링,1,4,3,1,도멘 마크 크레덴바이스 Domaine Marc Kreydenweiss,프랑스(France),알자스(Alsace),"피노 그리 (Pinot Gris) , 피노 블랑 (Pinot Blanc)"
167248,얀 알렉산드르 블랑 드 블랑,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167248.png,화이트,1,5,3,1,얀 알렉산드르 Yann Alexandre,프랑스(France),샹빠뉴(Champagne),샤르도네 (Chardonnay)
167247,"얀 알렉산드르, 그랑 리저브 프리미에 크뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167247.png,스파클링,1,5,3,1,얀 알렉산드르 Yann Alexandre,프랑스(France),샹빠뉴(Champagne),"피노 누아 (Pinot Noir) , 샤르도네 (Chardonnay) , 피노 뮈니에 (Pinot Meunier)"
167246,"얀 알렉산드르, 호쉬 메흐 브뤼 나뛰흐",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167246.png,스파클링,1,5,3,1,얀 알렉산드르 Yann Alexandre,프랑스(France),샹빠뉴(Champagne),"피노 뮈니에 (Pinot Meunier) , 샤르도네 (Chardonnay) , 피노 누아 (Pinot Noir)"
167245,"얀 알렉산드르, 브뤼 누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167245.png,스파클링,1,5,3,1,얀 알렉산드르 Yann Alexandre,프랑스(France),샹빠뉴(Champagne),"피노 뮈니에 (Pinot Meunier) , 샤르도네 (Chardonnay) , 피노 누아 (Pinot Noir)"
167244,"수에넨, ‘라 그랑드 빈’ 몽티니 수르 벨 블랑 드 누아 엑스트라 브뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167244.png,스파클링,1,5,3,1,샴페인 수에넨 Champagne Suenen,프랑스(France),샹빠뉴(Champagne),피노 뮈니에 (Pinot Meunier)
167243,"수에넨, ‘라 꼬끌뤼에뜨＇와리 블랑 드 블랑 엑스트라 브뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167243.png,스파클링,1,5,3,1,샴페인 수에넨 Champagne Suenen,프랑스(France),샹빠뉴(Champagne),샤르도네 (Chardonnay)
167242,"수에넨, ‘르 몽 에기’ 슈이 블랑 드 블랑 엑스트라 브뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167242.png,스파클링,1,5,3,1,샴페인 수에넨 Champagne Suenen,프랑스(France),샹빠뉴(Champagne),샤르도네 (Chardonnay)
167241,"수에넨, 레 로바르 크라망 블랑 드 블랑 엑스트라 브뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167241.png,스파클링,1,5,3,1,샴페인 수에넨 Champagne Suenen,프랑스(France),샹빠뉴(Champagne),샤르도네 (Chardonnay)
167240,"기보라, 프로히비시옹 블랑 드 누아 엑스트라 브뤼",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,5,3,1,샴페인 기보라 Champagne Guiborat,프랑스(France),샹빠뉴(Champagne),피노 뮈니에 (Pinot Meunier)
167239,"사토, 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167239.png,화이트,1,5,2,1,사토 와인즈 Sato Wines,뉴질랜드(NewZealand),사우스아일랜드(SouthIsland),리슬링 (Riesling)
167238,"사토, 라티피크 피노 그리",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167238.png,화이트,1,3,3,1,사토 와인즈 Sato Wines,뉴질랜드(NewZealand),사우스아일랜드(SouthIsland),피노 그리 (Pinot Gris)
167237,우조,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167237.png,고도주,1,2,4,1,플로마리 Plomari,그리스(Greece),,40 %
167236,빈산토,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167236.png,화이트,5,3,5,1,시갈라스 Sigalas,그리스(Greece),더키클라데스아일랜드(TheCycladesIslands),"아시르티코 (Assyrtiko) , 아이다니 (Aidani)"
167235,코밀리사 골드,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167235.png,레드,1,4,5,5,찬탈리 Tsantali,그리스(Greece),마케도니아(Macedonia),"카베르네 소비뇽 (Cabernet Sauvignon) , 림니오 (Limnio)"
167234,나우사,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167234.png,레드,1,3,3,3,부따리 Boutari,그리스(Greece),마케도니아(Macedonia),시노마브로 (Xinomavro)
167233,마브루디,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167233.png,레드,1,3,3,3,찬탈리 Tsantali,그리스(Greece),트라케(Thrace),마브루드 (Mavrud)
167232,네메아,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167232.png,레드,1,3,3,3,부따리 Boutari,그리스(Greece),펠로폰네소스(Peloponnese),아기오르기티코 (Agiorgitiko)
167231,아씨르티코 끼르야니,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167231.png,화이트,1,4,2,1,끼르야니 Kir Yianni,그리스(Greece),마케도니아(Macedonia),아시르티코 (Assyrtiko)
167230,파랑가 화이트,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167230.png,화이트,1,4,2,1,끼르야니 Kir Yianni,그리스(Greece),마케도니아(Macedonia),"로디티스 (Roditis) , 말라구지아 (Malagousia(Malagouzia))"
167229,크레티코스 화이트,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167229.png,화이트,1,4,2,1,부따리 Boutari,그리스(Greece),크레타(Crete),빌라나 (Vilana)
167228,파랑가 스파클링,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167228.png,스파클링,1,4,2,1,끼르야니 Kir Yianni,그리스(Greece),마케도니아(Macedonia),"샤르도네 (Chardonnay) , 시노마브로 (Xinomavro) , 모스카토 (Moscato )"
167227,"메종 걀로, 그르나슈 누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167227.png,레드,1,3,3,3,메종 걀로 Maison Galhaud,프랑스(France),서던프랑스(SouthernFrance),그르나슈 (Grenache)
167226,레 까뜨르 방,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167226.png,레드,1,3,4,3,도멘 생그라 Domaine Singla,프랑스(France),서던프랑스(SouthernFrance),"까리냥 (Carignan/Carignane) , 그르나슈 (Grenache)"
167225,토레 라치나,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167225.png,레드,1,3,3,3,카사 비니코라 보떼르 Casa Vinicola Botter,이탈리아(Italy),시칠리아(Sicilia),네로 다볼라 (Nero d'Avola)
167224,미셸 생그라 랑그독,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167224.png,레드,1,3,3,3,도멘 생그라 Domaine Singla,프랑스(France),서던프랑스(SouthernFrance),"시라/쉬라즈 (Syrah/Shiraz) , 까리냥 (Carignan/Carignane)"
167223,요하네스호프 라이니쉬 피노누아,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167223.jpg,레드,1,4,3,3,요하네스호프 라이니쉬 Johanneshof Reinisch,오스트리아(Austria),니더외스터라이히(Niederosterreich),피노 누아 (Pinot Noir)
167222,"프리바다, 모스카텔 드 세투발, 꼬냑",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167222.png,주정강화,5,4,5,1,호세 마리아 폰세카 Jose Maria da Fonseca,포르투갈(Portugal),세투발페닌슐라(SetubalPeninsula),모스카텔 드 세투발 (Moscatel de Setubal)
167221,조제 드 쏘자 마요르,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167221.png,레드,1,3,4,3,호세 마리아 폰세카 Jose Maria da Fonseca,포르투갈(Portugal),알렌테주(Alentejo),"그랜드 누아 (Grand Noir) , 트린카데이라 (Trincadeira) , 아라고네즈 (Aragonez)"
167220,조제 드 쏘자,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167220.png,레드,1,3,3,3,호세 마리아 폰세카 Jose Maria da Fonseca,포르투갈(Portugal),알렌테주(Alentejo),"그랜드 누아 (Grand Noir) , 트린카데이라 (Trincadeira) , 아라고네즈 (Aragonez)"
167219,비리애투스,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167219.png,레드,1,4,3,3,바레로 F.M. Barrero,스페인(Spain),레온(Leon),템프라니요 (Tempranillo)
167218,"콜로마, 꾸베 틴토",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167218.png,레드,1,4,3,3,콜로마 Coloma,스페인(Spain),에스트레마두라(Extremandura),"가르나차 (Garnacha) , 시라/쉬라즈 (Syrah/Shiraz) , 카베르네 소비뇽 (Cabernet Sauvignon)"
167217,마쏘 안티코 피아노,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167217.png,화이트,1,4,2,1,쉥크 이탈리안 와이너리즈 Schenk Italian Wineries,이탈리아(Italy),깜빠니아(Campania),피아노 (Fiano)
167216,"호메 세라, 오가닉 브룻 까바",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167216.png,스파클링,1,4,2,1,제이 가르시아 까리용 J.Garcia Carrion,스페인(Spain),페네데스(Penedes),마카베오 (Macabeo)
167215,"몰 와인즈, 바이올렌토 말벡",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167215.png,레드,1,3,4,3,몰 와인즈 Maal Wines,아르헨티나(Argentina),멘도사(Mendoza),말벡 (Malbec)
167214,테레델아바떼 트레비아노,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167214.png,화이트,1,3,2,1,칸티나 자카니니 Cantina Zaccagnini,이탈리아(Italy),아브루쪼(Abruzzo),트레비아노 (Trebbiano)
167213,테레델아바떼 페코리노,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167213.png,화이트,1,4,2,1,칸티나 자카니니 Cantina Zaccagnini,이탈리아(Italy),아브루쪼(Abruzzo),페코리노 (Pecorino)
167212,테레델아바떼 몬테풀치아노,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167212.png,레드,1,3,3,4,칸티나 자카니니 Cantina Zaccagnini,이탈리아(Italy),아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano)
167211,"로르나노, 키안티 클라시코 그랑 셀레지오네",https://wine21.speedgabia.com/WINE_MST/IMAGE/0167000/T0167211_001.png,레드,1,4,4,4,파토리아 로르나노 Fattoria Lornano,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
167210,"로르나노, 키안티 클라시코 리제르바 ‘레 반디트’",https://wine21.speedgabia.com/WINE_MST/IMAGE/0167000/T0167210_001.png,레드,1,4,4,3,파토리아 로르나노 Fattoria Lornano,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
167209,"베를루끼, 팔라쪼 라나 사텐",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167209.png,스파클링,1,5,3,1,귀도 베를루끼 Guido Berlucchi,이탈리아(Italy),롬바르디아(Lombardia),샤르도네 (Chardonnay)
167208,"웨이크필드, 자라만 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167208.png,레드,1,3,3,3,웨이크필드 테일러스 패밀리 와인즈 Wakefield Taylors Family Wines,호주(Australia),사우스오스트레일리아(SouthAustralia),카베르네 소비뇽 (Cabernet Sauvignon)
167207,"웨이크필드, 자라만 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167207.png,레드,1,3,3,3,웨이크필드 테일러스 패밀리 와인즈 Wakefield Taylors Family Wines,호주(Australia),사우스오스트레일리아(SouthAustralia),시라/쉬라즈 (Syrah/Shiraz)
167206,"웨이크필드, 이스테이트 소비뇽 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167206.png,화이트,1,4,2,1,웨이크필드 테일러스 패밀리 와인즈 Wakefield Taylors Family Wines,호주(Australia),사우스오스트레일리아(SouthAustralia),소비뇽 블랑 (Sauvignon Blanc)
167205,"웨이크필드, 이스테이트 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167205.png,레드,1,3,3,3,웨이크필드 테일러스 패밀리 와인즈 Wakefield Taylors Family Wines,호주(Australia),사우스오스트레일리아(SouthAustralia),카베르네 소비뇽 (Cabernet Sauvignon)
167204,"웨이크필드, 이스테이트 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167204.png,레드,1,3,3,3,웨이크필드 테일러스 패밀리 와인즈 Wakefield Taylors Family Wines,호주(Australia),사우스오스트레일리아(SouthAustralia),시라/쉬라즈 (Syrah/Shiraz)
167203,"P&R 헤리티에, 꼬뜨 뒤 론",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167203.png,레드,1,3,3,3,피에르 & 레미 고띠에 Pierre & Remy Gauthier,프랑스(France),론(Rhone),"그르나슈 (Grenache) , 시라/쉬라즈 (Syrah/Shiraz) , 쌩쏘 (Cinsault) , 무르베드르 (Mourvedre)"
167202,"보테가, 바커 진",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167202.png,고도주,1,3,5,1,보테가 Bottega S.P.A.,이탈리아(Italy),베네토(Veneto),40 %
167201,프레타포르테 브루넬로 디 몬탈치노 리제르바,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167201.png,레드,1,4,4,4,보테가 Bottega S.P.A.,이탈리아(Italy),토스카나(Toscana),산지오베제 그로쏘 (Sangiovese Grosso)
167200,"리트메 셀러, 리트메 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167200.png,화이트,1,3,3,1,리트메 셀러 Ritme Celler,스페인(Spain),까탈루냐(Catalunya),그르나슈 블랑 (Grenache Blanc)
167199,"리트메 셀러, 프라엘",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167199.png,레드,1,3,4,4,리트메 셀러 Ritme Celler,스페인(Spain),까탈루냐(Catalunya),"까리네나 (Carinena) , 그르나슈 (Grenache)"
167198,"리트메 셀러, 리트메 네그레",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167198.png,레드,1,3,4,4,리트메 셀러 Ritme Celler,스페인(Spain),까탈루냐(Catalunya),"까리네나 (Carinena) , 그르나슈 (Grenache)"
167197,"어쿠스틱 셀러, 어쿠스틱 로사트",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167197.png,로제,1,3,2,2,어쿠스틱 셀러 Acustic Celler,스페인(Spain),몬산트(Montsant),그르나슈 (Grenache)
167196,"어쿠스틱 셀러, 어쿠스틱 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167196.png,화이트,1,3,3,1,어쿠스틱 셀러 Acustic Celler,스페인(Spain),몬산트(Montsant),"가르나차 블랑카 (Garnacha Blanca) , 마카베오 (Macabeo) , 자렐로 (Xarel.lo)"
167194,"어쿠스틱 셀러, 어쿠스틱 네그레",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167194.png,레드,1,3,4,3,어쿠스틱 셀러 Acustic Celler,스페인(Spain),몬산트(Montsant),"까리네나 (Carinena) , 그르나슈 (Grenache)"
167193,"덕혼, 포스트마크 나파 밸리 카버네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167193.png,레드,1,3,3,3,덕혼 와인 컴퍼니 Duckhorn Wine Company,미국(U.S.A),캘리포니아(California),"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 쁘띠 베르도 (Petit Verdot)"
167192,"랄슨 제이콥스, 나파밸리 카버네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167192.png,레드,1,3,5,4,랄슨 제이콥스 Ralson Jacobs,미국(U.S.A),캘리포니아(California),"카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc)"
167191,"주스티노스 마데이라, 리저브 파인 드라이 5년",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167191.png,주정강화,1,3,3,2,주스티노스 마데이라 Justino’s Madeira,포르투갈(Portugal),마데이라(Madeira),틴타 네그라 몰레 (Tinta Negra Mole)
167190,"주스티노스 마데이라, 파인 드라이 3년",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167190.png,주정강화,1,3,3,2,주스티노스 마데이라 Justino’s Madeira,포르투갈(Portugal),마데이라(Madeira),틴타 네그라 몰레 (Tinta Negra Mole)
167189,"얄리, 프리미엄 릴리즈 언오크드 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167189.jpg,화이트,1,4,2,1,얄리 Yali,칠레(Chile),아콩카구아(Aconcagua),샤르도네 (Chardonnay) 100%
167188,"풀뽀로꼬, 화이트 상그리아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167188.jpg,기타,3,2,2,1,풀뽀로꼬 Pulpoloco,스페인(Spain),,아이렌 (Airen)
167187,"지오다노, 셀바토 토스카나 로쏘",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167187.png,레드,1,4,4,3,지오다노 비니 Giordano Vini,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) , 카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot)"
167186,로카 그릭스비,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167186.png,레드,1,4,4,4,로카 패밀리 빈야드 Rocca Family Vineyards,미국(U.S.A),캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon)
167185,로카 콜리네타,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167185.png,레드,1,4,5,4,로카 패밀리 빈야드 Rocca Family Vineyards,미국(U.S.A),캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon)
167184,로카 베스페라,https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167184.png,레드,1,4,4,4,로카 패밀리 빈야드 Rocca Family Vineyards,미국(U.S.A),캘리포니아(California),"카베르네 소비뇽 (Cabernet Sauvignon) , 시라/쉬라즈 (Syrah/Shiraz) , 메를로 (Merlot)"
167183,"패너 애쉬, 오레곤 비오니에",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167183.png,화이트,1,4,3,1,패너 애쉬 Penner-Ash,미국(U.S.A),오리건(Oregon),비오니에 (Viognier)
167182,"패너 애쉬, 윌라멧 밸리 피노 누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167182.png,레드,1,4,3,3,패너 애쉬 Penner-Ash,미국(U.S.A),오리건(Oregon),피노 누아 (Pinot Noir)
167181,"마운틴 브레이브, 멀롯",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167181.png,레드,1,4,4,3,마운틴 브레이브 Mt. Brave,미국(U.S.A),캘리포니아(California),"메를로 (Merlot) , 말벡 (Malbec)"
167180,"마운틴 브레이브, 카버네 프랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167180.png,레드,1,4,4,5,마운틴 브레이브 Mt. Brave,미국(U.S.A),캘리포니아(California),카베르네 프랑 (Cabernet Franc)
167179,"알바로 팔라시오스, 퀴논 데 발미라",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167179.png,레드,1,4,5,5,알바로 팔라시오스 Alvaro Palacios,스페인(Spain),리오하(Rioja),가르나차 (Garnacha)
167177,"알바로 팔라시오스, 그라타롭스 비 드 빌라",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167177.png,레드,1,4,4,4,알바로 팔라시오스 Alvaro Palacios,스페인(Spain),까탈루냐(Catalunya),"가르나차 (Garnacha) , 까리냥 (Carignan/Carignane) , 기타 품종 (Other Grapes)"
167176,"돈나푸가타, 벨아사이",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167176.png,레드,1,3,3,3,돈나푸카타 Donnafugata,이탈리아(Italy),시칠리아(Sicilia),프라파토 (Frappato)
167175,"비에티, 바롤로 크뤼 '라자리토'",https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167175.png,레드,1,4,4,5,비에티 Vietti,이탈리아(Italy),피에몬테(Piemonte),네비올로 (Nebbiolo)
